1,-85.494,32.601,-85.499,32.609
1,-85.494,32.601,-85.51,32.606
1,-85.494,32.601,-85.499,32.598
1,-85.494,32.601,-85.491,32.601
1,-85.493,32.603,-85.49,32.648
1,-85.493,32.603,-85.492,32.606
1,-85.493,32.603,-85.499,32.604
1,-85.493,32.603,-85.567,32.603
1,-85.493,32.603,-85.491,32.601
1,-85.491,32.606,-85.487,32.648
1,-85.491,32.606,-85.567,32.61
1,-85.491,32.606,-85.492,32.604
1,-85.491,32.606,-85.482,32.61
1,-85.491,32.606,-85.487,32.606
1,-85.491,32.606,-85.49,32.603
1,-85.491,32.606,-85.488,32.603
1,-85.483,32.599,-85.482,32.606
1,-85.483,32.599,-85.486,32.601
1,-85.483,32.599,-85.487,32.583
1,-85.483,32.599,-85.482,32.598
1,-85.489,32.6,-85.486,32.603
1,-85.489,32.6,-85.488,32.603
1,-85.489,32.6,-85.49,32.601
1,-85.489,32.6,-85.491,32.601
1,-85.489,32.6,-85.491,32.601
1,-85.489,32.6,-85.492,32.598
1,-85.489,32.6,-85.492,32.599
1,-85.489,32.6,-85.482,32.6
1,-85.494,32.6,-85.51,32.609
1,-85.494,32.6,-85.499,32.598
1,-85.494,32.6,-85.492,32.6
1,-85.493,32.602,-85.499,32.648
1,-85.493,32.602,-85.51,32.609
1,-85.493,32.602,-85.567,32.606
1,-85.493,32.602,-85.491,32.601
1,-85.485,32.605,-85.482,32.61
1,-85.485,32.605,-85.487,32.606
1,-85.485,32.605,-85.488,32.598
1,-85.485,32.605,-85.486,32.601
1,-85.485,32.605,-85.482,32.603
1,-85.495,32.598,-85.492,32.599
1,-85.495,32.598,-85.499,32.583
1,-85.495,32.598,-85.487,32.598
2,-85.482,32.606,-85.482,32.691
2,-85.482,32.606,-85.505,32.606
2,-85.482,32.606,-85.487,32.598
2,-85.482,32.606,-85.482,32.604
2,-85.492,32.598,-85.49,32.606
2,-85.492,32.598,-85.495,32.601
2,-85.492,32.598,-85.499,32.601
2,-85.492,32.598,-85.499,32.598
2,-85.492,32.598,-85.482,32.598
2,-85.492,32.604,-85.482,32.691
2,-85.492,32.604,-85.499,32.606
2,-85.492,32.604,-85.505,32.606
2,-85.492,32.604,-85.499,32.598
2,-85.492,32.604,-85.495,32.601
2,-85.492,32.604,-85.49,32.601
2,-85.492,32.604,-85.487,32.604
2,-85.498,32.603,-85.499,32.691
2,-85.498,32.603,-85.505,32.606
2,-85.498,32.603,-85.499,32.598
2,-85.498,32.603,-85.495,32.601
2,-85.487,32.599,-85.482,32.606
2,-85.487,32.599,-85.487,32.604
2,-85.487,32.599,-85.49,32.601
2,-85.487,32.599,-85.482,32.598
