1,-8548.7,3260.6
1,-8548.7,3260.6
1,-8548.8,3260.6
1,-8548.9,3260.6
1,-8548.8,3260.5
1,-8548.7,3260.5
1,-8548.5,3260.6
1,-8548.5,3260.6
1,-8548.6,3260.6
1,-8548.5,3260.5
1,-8548.4,3260.6
1,-8549,3260.5
1,-8548.3,3260.6
1,-8548.3,3260.6
1,-8548.2,3260.6
1,-8548.3,3260.6
1,-8548.3,3260.5
1,-8548.3,3260.5
1,-8548.3,3260.5
1,-8548.4,3260.5
1,-8548.5,3260.5
1,-8548.6,3260.4
1,-8548.7,3260.5
1,-8548.7,3260.4
1,-8548.8,3260.4
1,-8549,3260.5
1,-8549,3260.4
1,-8548.8,3260.4
1,-8548.6,3260.4
1,-8548.4,3260.4
1,-8548.6,3260.3
1,-8548.5,3260.3
1,-8548.5,3260.3
1,-8548.4,3260.3
1,-8548.3,3260.3
1,-8548.6,3260.3
1,-8548.6,3260.3
1,-8548.5,3260.3
1,-8548.4,3260.3
1,-8548.5,3260.2
1,-8548.4,3260.2
1,-8548.9,3260.2
1,-8548.7,3260.2
1,-8548.3,3260.2
1,-8548.6,3260.2
1,-8548.5,3260.2
1,-8548.5,3260.2
1,-8548.6,3260.1
1,-8548.5,3260.1
1,-8548.4,3260.1
1,-8549,3260.1
1,-8548.8,3260.1
1,-8549,3260
1,-8548.8,3259.9
1,-8548.9,3259.9
1,-8548.9,3259.9
1,-8549,3259.8
1,-8548.7,3260
1,-8548.6,3260.1
1,-8548.7,3259.9
1,-8548.6,3259.9
1,-8548.6,3259.9
1,-8548.6,3260.1
1,-8548.6,3260
1,-8548.5,3260.1
1,-8548.5,3260
1,-8548.4,3260
1,-8548.5,3260
1,-8548.4,3260
1,-8548.8,3259.9
1,-8548.4,3259.9
1,-8548.5,3259.8
1,-8548.3,3259.9
1,-8548.2,3260
1,-8548.3,3260
1,-8548.2,3259.9
1,-8548.3,3259.9
1,-8549.9,3260.6
1,-8549.8,3260.5
1,-8549.6,3260.5
1,-8549.5,3260.4
1,-8549.4,3260.4
1,-8549.3,3260.4
1,-8549.2,3260.4
1,-8549.2,3260.4
1,-8549.5,3260.4
1,-8549.5,3260.4
1,-8549.3,3260.4
1,-8549.2,3260.4
1,-8549.1,3260.4
1,-8549.3,3260.2
1,-8549.4,3260.3
1,-8549.6,3260.4
1,-8549.7,3260.3
1,-8549.6,3260.3
1,-8549.6,3260.2
1,-8549.6,3260.2
1,-8549.5,3260.1
1,-8549.3,3260.1
1,-8549.4,3260
1,-8549.3,3260
1,-8549.2,3260
1,-8549.3,3260
1,-8549.3,3259.9
1,-8549.1,3259.9
1,-8549.2,3259.8
1,-8549.3,3259.8
2,-8549,3260.5
2,-8548.5,3259.8
2,-8549,3260.4
2,-8549.5,3260.3
2,-8548.9,3260.6
2,-8548.6,3260.2
2,-8549.1,3260.3
2,-8548.4,3260.4
2,-8548.3,3259.9
2,-8549.7,3260.4
2,-8548.4,3260.3
2,-8549.8,3259.8
2,-8549.5,3259.8
2,-8549.7,3260.4
2,-8549.3,3259.9
2,-8548.4,3260.2
2,-8548.8,3259.9
2,-8549,3259.9
2,-8549.8,3260.1
2,-8548.6,3260.3
